Molecule ChEMBL ID	Molecule Name	Molecule Max Phase	Molecular Weight	#RO5 Violations	AlogP	Compound Key	Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	pChEMBL Value	Data Validity Comment	Comment	Uo Units	Ligand Efficiency BEI	Ligand Efficiency LE	Ligand Efficiency LLE	Ligand Efficiency SEI	Potential Duplicate	Assay ChEMBL ID	Assay Description	Assay Type	BAO Format ID	BAO Label	Assay Organism	Assay Tissue ChEMBL ID	Assay Tissue Name	Assay Cell Type	Assay Subcellular Fraction	Assay Parameters	Assay Variant Accession	Assay Variant Mutation	Target ChEMBL ID	Target Name	Target Organism	Target Type	Document ChEMBL ID	Source ID	Source Description	Document Journal	Document Year	Cell ChEMBL ID	Properties	Action Type	Standard Text Value	Value
CHEMBL4436748	SR-318	None	459.59	0	4.47	EUB0000132b	Nc1c(C(=O)NCc2ccc(C(=O)NCCCC3CCCCC3)cc2)cnn1-c1ccccc1	IC50	'='	5600	nM	5.25			UO_0000065	11.43	0.21	0.78	5.15	0	CHEMBL5213225	Selectivity interaction (NanoBRET assay (HEK293T cells)) EUB0000132b DDR2	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None	Protein family: Protein Kinase			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL5212743	65	EUbOPEN Chemogenomic Library Literature Data		2023	None	Selectivity Remarks: Cellular potency | Selectivity Source Knowledge: https://doi.org/10.1021/acs.jmedchem.9b01227			5.6
CHEMBL5195469		None	670.7	2	5.32	7b	Cc1cn(-c2cc(NC(=O)c3cc4cc(c3C)C#Cc3cnc5ccc(nn35)N(C)CCNC(=O)CCCCO4)cc(C(F)(F)F)c2)cn1	Activity	'='	10	%				UO_0000187					0	CHEMBL5164782	Inhibition of human wild type partial length DDR2 (V555 to E855 residues) expressed in mammalian expression system assessed as residual activity at 1 uM by Kinomescan method relative to control	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL5154866	1	Scientific Literature	J Med Chem	2022	None	Dose = 1.0 microM	INHIBITOR		10
CHEMBL3582478	MSD-CYP11B2	None	311.36	0	3.8	EUB0000313	CC(C)(O)c1cncc(-c2nc3ccc(F)cc3n2C2CC2)c1	% Control	'='	100	%			Not Active	UO_0000187					0	CHEMBL4879664	KinomeScan assay: inhibition of DDR2	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None	Amino acid Start/Stop: V555/E855 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4507294	54	SGC Frankfurt - Donated Chemical Probes		2021	None	Compound concentration None 1000.0 nM			100
CHEMBL4593677	BAY-474	None	289.34	0	3.15	EUB0000293	CC1=C(C#N)C(c2ccc3[nH]nc(C)c3c2)C(C#N)=C(C)N1	Inhibition	'='	12	%			Not Active	UO_0000187					0	CHEMBL4880607	DDR2 (h) Millipore kinase activity assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4507263	54	SGC Frankfurt - Donated Chemical Probes		2021	None	Compound concentration None 1.0 uM			12
CHEMBL576982	QUIZARTINIB	4	560.68	2	5.86	AC220	CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1	Kd	'='	690	nM	6.16			UO_0000065	10.99	0.21	0.3	5.8	0	CHEMBL1244792	Binding affinity to DDR2	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1240346	1	Scientific Literature	Blood	2009	None				690
CHEMBL434729	GW829906X	None	446.44	1	5.92	GW829906X	Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccccc3)nn2n1	Inhibition	'='	47.35	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				47.35
CHEMBL202891	GW679410X	None	328.38	0	4.21	GW679410X	COc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1	Inhibition	'='	3.66	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				3.66
CHEMBL210833		None	360.44	0	3	Flt_3_inhibitor	COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1OC	Residual Activity	'='	101	%				UO_0000187					0	CHEMBL2219026	"Millipore: Percentage of residual kinase activity of DDR2 at 1uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				101
CHEMBL222102	KU-55933	None	395.51	0	4.76	KU-55933	O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1	Residual Activity	'='	100	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				100
CHEMBL31965	CANERTINIB	3	485.95	0	4.39	CI-1033	C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1	Kd	'>'	10000	nM				UO_0000065					0	CHEMBL1060180	Binding constant for DDR2 kinase domain	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1150977	1	Scientific Literature	Nat Biotechnol	2008	None				10
CHEMBL1880739	GW305074X	None	520.95	2	5.01	GW305074X	O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1	Inhibition	'='	3.44	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				3.44
CHEMBL300138	ENZASTAURIN	3	515.62	1	4.93	Enzastaurin	Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21	Kd	'>'	30000	nM			Inactive	UO_0000065					0	CHEMBL3991686	"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry."	B	BAO_0000220	subcellular format	Homo sapiens	None	None	"K-562, COLO 205, SK-N-BE(2) and MV-4-11"	Cell lysate	Direct Binder: yes			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3991601	48	Kuster Lab Chemical Proteomics Drug Profiling	Science	2017	None				30000
CHEMBL91829	RUBOXISTAURIN	3	468.56	0	3.51	Ruboxistaurin	CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1	Kd	'>'	30000	nM			Inactive	UO_0000065					0	CHEMBL3991686	"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry."	B	BAO_0000220	subcellular format	Homo sapiens	None	None	"K-562, COLO 205, SK-N-BE(2) and MV-4-11"	Cell lysate	Direct Binder: yes			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3991601	48	Kuster Lab Chemical Proteomics Drug Profiling	Science	2017	None				30000
CHEMBL384304	RG-547	2	441.46	0	1.41	R-547	COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N	Kd	'>'	30000	nM			Inactive	UO_0000065					0	CHEMBL3991686	"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry."	B	BAO_0000220	subcellular format	Homo sapiens	None	None	"K-562, COLO 205, SK-N-BE(2) and MV-4-11"	Cell lysate	Direct Binder: yes			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3991601	48	Kuster Lab Chemical Proteomics Drug Profiling	Science	2017	None				30000
CHEMBL372764	PERIFOSINE	3	461.67	1	6.99	Perifosine	CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1	Kd	'>'	30000	nM			Inactive	UO_0000065					0	CHEMBL3991686	"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry."	B	BAO_0000220	subcellular format	Homo sapiens	None	None	"K-562, COLO 205, SK-N-BE(2) and MV-4-11"	Cell lysate	Direct Binder: yes			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3991601	48	Kuster Lab Chemical Proteomics Drug Profiling	Science	2017	None				30000
CHEMBL475599	GSK-300014A	None	603.17	2	6.67	GSK300014A	CS(=O)(=O)CCNCc1cc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)cs1	Inhibition	'='	6.01	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				6.01
CHEMBL402108	GW708893X	None	417.9	1	5.6	GW708893X	Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)NCc4ccc(Cl)cc4)cc3)c2)o1	Inhibition	'='	0.22	%				UO_0000187					0	CHEMBL1962256	GSK_PKIS: DDR2 mean inhibition at 0.1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				0.22
CHEMBL410072	GW301784X	None	445.5	0	0.85	GW301784X	CC(C)(CO)CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2	Inhibition	'='	3.39	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				3.39
CHEMBL408564		None	347.17	0	3.33	SB-739452	O=C(Nc1n[nH]c2nc(-c3ccco3)c(Br)cc12)C1CC1	Inhibition	'='	2.85	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				2.85
CHEMBL3544964	RAVOXERTINIB	2	440.87	0	3.16	GDC-0994	Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1	Kd	'>'	30000	nM			Inactive	UO_0000065					0	CHEMBL3991686	"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry."	B	BAO_0000220	subcellular format	Homo sapiens	None	None	"K-562, COLO 205, SK-N-BE(2) and MV-4-11"	Cell lysate	Direct Binder: yes			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3991601	48	Kuster Lab Chemical Proteomics Drug Profiling	Science	2017	None				30000
CHEMBL255863	NILOTINIB	4	529.53	2	6.36	Nilotinib	Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1	Kd	'='	347	nM	6.46		Active	UO_0000065	12.2	0.23	0.1	6.62	0	CHEMBL3991686	"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry."	B	BAO_0000220	subcellular format	Homo sapiens	None	None	"K-562, COLO 205, SK-N-BE(2) and MV-4-11"	Cell lysate	Direct Binder: yes			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3991601	48	Kuster Lab Chemical Proteomics Drug Profiling	Science	2017	None	r = 0.99 None			347
CHEMBL296468	BMS-387032	1	380.54	0	3.66	BMS-387032	CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1	Kd	'>'	30000	nM			Inactive	UO_0000065					0	CHEMBL3991686	"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry."	B	BAO_0000220	subcellular format	Homo sapiens	None	None	"K-562, COLO 205, SK-N-BE(2) and MV-4-11"	Cell lysate	Direct Binder: yes			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3991601	48	Kuster Lab Chemical Proteomics Drug Profiling	Science	2017	None				30000
CHEMBL4588900	BI 1230	None	816.98	3	6.14	EUB0001182	COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)CC5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(=O)C(C)C)n3)nc2c1C	% Control	'='	88	%			Not Active	UO_0000187					0	CHEMBL4879664	KinomeScan assay: inhibition of DDR2	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None	Amino acid Start/Stop: V555/E855 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4507284	54	SGC Frankfurt - Donated Chemical Probes		2021	None	Compound concentration None 1000.0 nM			88
CHEMBL3286797	PF-04418948	1	409.41	0	3.59	EUB0000351	COc1ccc2cc(OCC3(C(=O)O)CN(C(=O)c4ccc(F)cc4)C3)ccc2c1	% Control	'='	100	%			Not Active	UO_0000187					0	CHEMBL4879664	KinomeScan assay: inhibition of DDR2	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None	Amino acid Start/Stop: V555/E855 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4507298	54	SGC Frankfurt - Donated Chemical Probes		2021	None	Compound concentration None 1000.0 nM			100
CHEMBL2403875		None	492.59	1	6.08	4a	CC(C)(C)c1cc(NC(=O)Nc2cccc(Nc3ncnc4ccccc34)c2)n(-c2cccc(N)c2)n1	Kd	'>'	1000	nM				UO_0000065					0	CHEMBL3265733	Binding affinity to human acrylodan-labeled N-terminal His-tagged DDR2 (558 to 855 aa) by FLiK assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3259697	1	Scientific Literature	J Med Chem	2014	None				1
CHEMBL3609749		None	514.48	1	4.67	EUB0000753	COc1cc(-c2cn([C@H]3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1	% Control	'='	100	%			Not Active	UO_0000187					0	CHEMBL4879664	KinomeScan assay: inhibition of DDR2	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None	Amino acid Start/Stop: V555/E855 | Expression system: mammalian | Kinase construct length: Partial Length | Kinase form: Wild Type			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4507289	54	SGC Frankfurt - Donated Chemical Probes		2021	None	Compound concentration None 1000.0 nM			100
CHEMBL2180408	JNJ-42396302	1	353.43	0	2.13	EUB0001570	COCCc1ccc(-c2c(C)nc3c(N4CCOCC4)ccnn23)cn1	Inhibition	'='	-5	%			Not Active	UO_0000187					0	CHEMBL4886212	discoidin domain receptor tyrosine kinase 2 Millipore kinase panel	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4800727	54	SGC Frankfurt - Donated Chemical Probes		2021	None	Compound concentration None 10.0 uM			-5
CHEMBL2204495		None	399.43	1	5.11	"1, GSK2578215A"	O=C(Nc1cccnc1)c1cc(-c2ccnc(F)c2)ccc1OCc1ccccc1	Activity	'='	100	%				UO_0000187					0	CHEMBL2213950	Inhibition of DDR2 assessed as residual activity at 10 uM	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2203081	1	Scientific Literature	Bioorg Med Chem Lett	2012	None				100
CHEMBL2403108	CERITINIB	4	558.15	2	6.36	Ceritinib	Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1	Activity	'='	98	%				UO_0000187					0	CHEMBL4716233	Inhibition of recombinant N-terminal His6-tagged human DDR2 (467 to end residues) expressed in baculovirus infected Sf21 insect cells assessed as residual activity at 1 uM relative to control	B	BAO_0000219	cell-based format	Homo sapiens	None	None	Sf21	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4715694	1	Scientific Literature	Bioorg Med Chem	2016	None	Dose = 1.0 microM			98
CHEMBL4553037		None	492.51	1	5.37	6j	Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)CN(c3cncnc3)C[C@@H]4C)cc(C(F)(F)F)c2)cn1	IC50	'='	188	nM	6.73			UO_0000065	13.66	0.26	1.36	8.86	0	CHEMBL4425810	Inhibition of human recombinant GST-tagged DDR2 expressed in baculovirus infected Sf9 insect cells using fluorescein-poly GAT as substrate preincubated for 1 hr measured after 1 hr in presence of ATP by lance ultra kinase assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	Sf9	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4425102	1	Scientific Literature	J Med Chem	2016	CHEMBL3308860				188
CHEMBL524901	GW683109X	None	339.4	0	1.32	GW683109X	c1cnn2ncc(-c3ccnc(NCCCN4CCOCC4)n3)c2c1	Inhibition	'='	1.44	%				UO_0000187					0	CHEMBL1962257	GSK_PKIS: DDR2 mean inhibition at 1 uM [Nanosyn]	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1961873	16	GSK Published Kinase Inhibitor Set			None				1.44
CHEMBL23327	PURVALANOLA	None	388.9	0	4.23	Purvalanol_A	CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1	Residual Activity	'='	92	%				UO_0000187					0	CHEMBL2219027	"Millipore: Percentage of residual kinase activity of DDR2 at 10uM relative to control. Control inhibitor: Staurosporine at 100.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2"	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL2218924	1	Scientific Literature	Biochem J	2013	None				92
CHEMBL3186534	RIVOCERANIB	3	397.48	0	4.68	Apatinib	N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1	Kd	'>'	30000	nM			Inactive	UO_0000065					0	CHEMBL3991686	"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry."	B	BAO_0000220	subcellular format	Homo sapiens	None	None	"K-562, COLO 205, SK-N-BE(2) and MV-4-11"	Cell lysate	Direct Binder: yes			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3991601	48	Kuster Lab Chemical Proteomics Drug Profiling	Science	2017	None				30000
CHEMBL3128043	PF-03758309	1	490.64	0	4.53	PF-3758309	Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1	Kd	'>'	30000	nM			Inactive	UO_0000065					0	CHEMBL3991686	"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry."	B	BAO_0000220	subcellular format	Homo sapiens	None	None	"K-562, COLO 205, SK-N-BE(2) and MV-4-11"	Cell lysate	Direct Binder: yes			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3991601	48	Kuster Lab Chemical Proteomics Drug Profiling	Science	2017	None				30000
CHEMBL2146883	COBIMETINIB	4	531.32	1	3.78	Cobimetinib	O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1	Kd	'>'	30000	nM			Inactive	UO_0000065					0	CHEMBL3991686	"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry."	B	BAO_0000220	subcellular format	Homo sapiens	None	None	"K-562, COLO 205, SK-N-BE(2) and MV-4-11"	Cell lysate	Direct Binder: yes			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3991601	48	Kuster Lab Chemical Proteomics Drug Profiling	Science	2017	None				30000
CHEMBL941	IMATINIB	4	493.62	0	4.59	Imatinib	Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1	Kd	'='	15	nM	7.82			UO_0000065	15.85	0.29	3.23	9.07	0	CHEMBL1060180	Binding constant for DDR2 kinase domain	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL1150977	1	Scientific Literature	Nat Biotechnol	2008	None				15
CHEMBL5416410		None	506.03	0	3.31	A8	Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O	Activity	'<'	25	%				UO_0000187					0	CHEMBL4807811	Inhibition of DDR2 (unknown origin) assessed as residual activity measured at 1 uM	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4806967	38	SureChEMBL Patent Bioactivity Data		2020	None	Dose = 1.0 microM	INHIBITOR		25
CHEMBL1201182	TEMSIROLIMUS	4	1030.3	None	None	Torisel	CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C	Kd	'>'	30000	nM			Inactive	UO_0000065					0	CHEMBL3991686	"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry."	B	BAO_0000220	subcellular format	Homo sapiens	None	None	"K-562, COLO 205, SK-N-BE(2) and MV-4-11"	Cell lysate	Direct Binder: yes			CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL3991601	48	Kuster Lab Chemical Proteomics Drug Profiling	Science	2017	None				30000
CHEMBL4095072		None	429.53	0	3.57	11	Cc1n[nH]c(C)c1-c1ccc2c(NC(=O)c3ccc(N4CCN(C)CC4)cc3)n[nH]c2c1	Inhibition	'='	66	%				UO_0000187					0	CHEMBL4057379	Inhibition of DDR2 (unknown origin) at 0.45 uM relative to control	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL4052759	1	Scientific Literature	Bioorg Med Chem Lett	2017	None				66
CHEMBL5181260		None	535.57	2	6.44	3	CN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4ccc5ncccc5c4)cc3)cc2C(F)(F)F)CC1	Inhibition			%			Active	UO_0000187					0	CHEMBL5104833	Inhibition of DDR2 (unknown origin) by Nano-syn mobility shift assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens	SINGLE PROTEIN	CHEMBL5104101	1	Scientific Literature	RSC Med Chem	2022	None		INHIBITOR		
